instance_id,best_known_bins,status,source,checked_date
Hard28_BPP119,77,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schoenfield Hard28; LB=77; UB=77),2026-07-01
Schwerin2_BPP32,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP33,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP34,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP35,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP36,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP37,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP38,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP39,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP4,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP40,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP41,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP42,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP43,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP44,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP45,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP46,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP47,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP48,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP49,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP5,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP50,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP51,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP52,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP53,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP54,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP55,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP56,21,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=21; UB=21),2026-07-01
Schwerin2_BPP57,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP58,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP59,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP6,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP60,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP61,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP62,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP63,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP64,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP65,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP66,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP67,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP68,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP69,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP7,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP70,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP71,21,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=21; UB=21),2026-07-01
Schwerin2_BPP72,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP73,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP74,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP75,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP76,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP77,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP78,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP79,21,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=21; UB=21),2026-07-01
Schwerin2_BPP8,21,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=21; UB=21),2026-07-01
Schwerin2_BPP80,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP81,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP82,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP83,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP84,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP85,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP86,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP87,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP88,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP89,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP9,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP90,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP91,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP92,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP93,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP94,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP95,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP96,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP97,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Schwerin2_BPP98,21,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=21; UB=21),2026-07-01
Schwerin2_BPP99,22,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schwerin; LB=22; UB=22),2026-07-01
Waescher_TEST0005,28,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Waescher; LB=28; UB=28),2026-07-01
Waescher_TEST0014,23,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Waescher; LB=23; UB=23),2026-07-01
Waescher_TEST0022,15,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Waescher; LB=15; UB=15),2026-07-01
Waescher_TEST0030,27,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Waescher; LB=27; UB=27),2026-07-01
Waescher_TEST0044,14,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Waescher; LB=14; UB=14),2026-07-01
Waescher_TEST0049,11,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Waescher; LB=11; UB=11),2026-07-01
Waescher_TEST0054,14,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Waescher; LB=14; UB=14),2026-07-01
Waescher_TEST0055A,15,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Waescher; LB=15; UB=15),2026-07-01
Waescher_TEST0055B,20,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Waescher; LB=20; UB=20),2026-07-01
Waescher_TEST0058,20,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Waescher; LB=20; UB=20),2026-07-01
Waescher_TEST0065,16,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Waescher; LB=16; UB=16),2026-07-01
Waescher_TEST0068,12,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Waescher; LB=12; UB=12),2026-07-01
Waescher_TEST0075,13,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Waescher; LB=13; UB=13),2026-07-01
Waescher_TEST0082,24,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Waescher; LB=24; UB=24),2026-07-01
Waescher_TEST0084,16,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Waescher; LB=16; UB=16),2026-07-01
Waescher_TEST0095,16,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Waescher; LB=16; UB=16),2026-07-01
Waescher_TEST0097,12,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Waescher; LB=12; UB=12),2026-07-01
Falkenauer_u1000_01,406,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Falkenauer; LB=406; UB=406),2026-07-01
Falkenauer_u1000_04,397,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Falkenauer; LB=397; UB=397),2026-07-01
Falkenauer_u1000_09,397,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Falkenauer; LB=397; UB=397),2026-07-01
Falkenauer_u1000_10,400,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Falkenauer; LB=400; UB=400),2026-07-01
Falkenauer_u250_00,99,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Falkenauer; LB=99; UB=99),2026-07-01
Falkenauer_u250_08,105,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Falkenauer; LB=105; UB=105),2026-07-01
Falkenauer_u250_13,103,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Falkenauer; LB=103; UB=103),2026-07-01
Falkenauer_u250_14,100,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Falkenauer; LB=100; UB=100),2026-07-01
Falkenauer_u500_13,196,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Falkenauer; LB=196; UB=196),2026-07-01
Falkenauer_u500_14,204,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Falkenauer; LB=204; UB=204),2026-07-01
Falkenauer_u500_17,198,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Falkenauer; LB=198; UB=198),2026-07-01
Falkenauer_u500_18,202,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Falkenauer; LB=202; UB=202),2026-07-01
Falkenauer_t249_01,83,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Falkenauer; LB=83; UB=83),2026-07-01
Falkenauer_t249_09,83,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Falkenauer; LB=83; UB=83),2026-07-01
Falkenauer_t249_12,83,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Falkenauer; LB=83; UB=83),2026-07-01
Falkenauer_t249_15,83,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Falkenauer; LB=83; UB=83),2026-07-01
Falkenauer_t501_04,167,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Falkenauer; LB=167; UB=167),2026-07-01
Falkenauer_t501_07,167,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Falkenauer; LB=167; UB=167),2026-07-01
Falkenauer_t501_12,167,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Falkenauer; LB=167; UB=167),2026-07-01
Falkenauer_t501_13,167,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Falkenauer; LB=167; UB=167),2026-07-01
N3C2W2_H,117,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Scholl; LB=117; UB=117),2026-07-01
N3C2W4_J,120,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Scholl; LB=120; UB=120),2026-07-01
N3C3W1_K,63,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Scholl; LB=63; UB=63),2026-07-01
N3C3W4_E,85,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Scholl; LB=85; UB=85),2026-07-01
N4C2W4_J,300,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Scholl; LB=300; UB=300),2026-07-01
N4C2W4_P,301,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Scholl; LB=301; UB=301),2026-07-01
N4C3W4_C,218,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Scholl; LB=218; UB=218),2026-07-01
N4C3W4_L,219,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Scholl; LB=219; UB=219),2026-07-01
N3W1B1R1,67,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Scholl; LB=67; UB=67),2026-07-01
N3W2B1R3,41,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Scholl; LB=41; UB=41),2026-07-01
N3W3B1R4,29,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Scholl; LB=29; UB=29),2026-07-01
N3W4B1R9,23,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Scholl; LB=23; UB=23),2026-07-01
N4W1B2R8,167,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Scholl; LB=167; UB=167),2026-07-01
N4W2B3R4,100,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Scholl; LB=100; UB=100),2026-07-01
N4W3B2R8,72,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Scholl; LB=72; UB=72),2026-07-01
N4W4B1R6,56,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Scholl; LB=56; UB=56),2026-07-01
Falkenauer_u120_01,49,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Falkenauer; LB=49; UB=49),2026-07-01
Falkenauer_u120_05,48,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Falkenauer; LB=48; UB=48),2026-07-01
Falkenauer_u120_07,49,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Falkenauer; LB=49; UB=49),2026-07-01
Falkenauer_u120_10,52,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Falkenauer; LB=52; UB=52),2026-07-01
Falkenauer_u120_11,49,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Falkenauer; LB=49; UB=49),2026-07-01
Falkenauer_u120_13,49,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Falkenauer; LB=49; UB=49),2026-07-01
Falkenauer_u120_15,48,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Falkenauer; LB=48; UB=48),2026-07-01
Falkenauer_u120_19,49,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Falkenauer; LB=49; UB=49),2026-07-01
Falkenauer_t120_00,40,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Falkenauer; LB=40; UB=40),2026-07-01
Falkenauer_t120_04,40,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Falkenauer; LB=40; UB=40),2026-07-01
Falkenauer_t120_06,40,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Falkenauer; LB=40; UB=40),2026-07-01
Falkenauer_t120_07,40,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Falkenauer; LB=40; UB=40),2026-07-01
Falkenauer_t120_08,40,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Falkenauer; LB=40; UB=40),2026-07-01
Falkenauer_t120_10,40,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Falkenauer; LB=40; UB=40),2026-07-01
Falkenauer_t120_17,40,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Falkenauer; LB=40; UB=40),2026-07-01
Falkenauer_t120_18,40,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Falkenauer; LB=40; UB=40),2026-07-01
N2C1W4_L,75,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Scholl; LB=75; UB=75),2026-07-01
N2C2W1_C,40,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Scholl; LB=40; UB=40),2026-07-01
N2C2W2_T,56,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Scholl; LB=56; UB=56),2026-07-01
N2C2W4_H,61,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Scholl; LB=61; UB=61),2026-07-01
N2C2W4_L,57,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Scholl; LB=57; UB=57),2026-07-01
N2C3W1_J,33,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Scholl; LB=33; UB=33),2026-07-01
N2C3W2_J,43,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Scholl; LB=43; UB=43),2026-07-01
N2W2B3R7,21,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Scholl; LB=21; UB=21),2026-07-01
N2W2B3R9,20,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Scholl; LB=20; UB=20),2026-07-01
N2W3B1R5,15,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Scholl; LB=15; UB=15),2026-07-01
N2W3B2R2,15,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Scholl; LB=15; UB=15),2026-07-01
N2W3B3R2,14,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Scholl; LB=14; UB=14),2026-07-01
N2W3B3R5,15,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Scholl; LB=15; UB=15),2026-07-01
N2W4B1R6,11,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Scholl; LB=11; UB=11),2026-07-01
